zoneid,userid,latitude,longitude,timestamp,time_of_day,day_of_week,speed,weather_conditions,frequency_crossing,zoneradius,behaviour
530,11,39.9193,-75.1949,2025-06-13 22:49:01.364,evening,Tuesday,73,Cloudy,10,100,anomalous
679,7,39.9095,-75.2134,2025-07-08 15:22:43.117,night,Wednesday,102,Clear,20,500,normal
259,11,39.9439,-75.1522,2025-08-24 05:27:35.381,afternoon,Friday,32,Clear,4,200,normal
746,16,39.9471,-75.1953,2025-05-20 07:22:51.548,evening,Thursday,51,Clear,1,750,normal
656,9,39.9169,-75.1604,2025-06-02 16:15:24.387,night,Wednesday,40,Cloudy,6,100,normal
175,6,39.9098,-75.1424,2025-03-18 09:59:45.060,afternoon,Wednesday,74,Clear,4,300,normal
690,18,39.9495,-75.1219,2025-05-07 14:50:06.943,night,Wednesday,28,Cloudy,5,500,normal
994,8,39.9892,-75.1481,2025-06-09 08:44:11.023,afternoon,Tuesday,89,Clear,14,500,anomalous
676,17,39.9792,-75.1458,2025-05-09 01:07:10.424,evening,Sunday,31,Rain,1,100,normal
892,12,40.0004,-75.1333,2025-01-15 17:36:58.052,evening,Monday,18,Rain,8,750,normal
802,15,39.9422,-75.1949,2024-12-21 07:30:26.965,morning,Sunday,38,Rain,4,200,normal
821,13,39.9154,-75.1998,2025-01-08 22:55:23.389,night,Thursday,22,Clear,10,500,normal
872,18,39.9473,-75.1863,2025-02-01 11:28:06.340,evening,Friday,86,Cloudy,18,100,anomalous
417,0,39.9394,-75.2008,2025-07-15 11:33:16.157,morning,Thursday,45,Clear,10,200,normal
164,3,39.9119,-75.191,2025-10-01 12:15:49.812,morning,Monday,48,Rain,18,100,normal
350,3,39.9588,-75.1944,2024-11-22 20:55:59.367,night,Saturday,39,Clear,6,300,normal
21,14,39.9435,-75.1927,2024-12-22 03:20:21.194,night,Friday,24,Cloudy,6,100,normal
289,2,39.9371,-75.1506,2025-05-27 20:35:06.120,night,Wednesday,16,Rain,2,750,normal
181,0,39.9695,-75.1214,2025-09-12 23:37:43.688,evening,Tuesday,42,Cloudy,7,300,normal
596,1,39.925,-75.1573,2024-11-08 17:21:09.912,night,Thursday,112,Cloudy,13,500,anomalous
685,2,39.9911,-75.1637,2024-11-23 15:36:43.205,night,Wednesday,39,Cloudy,9,100,normal
134,19,39.9231,-75.1806,2024-11-27 21:05:23.180,night,Wednesday,29,Rain,7,750,normal
113,19,39.937,-75.1836,2025-10-27 05:44:10.593,night,Tuesday,96,Snow,19,300,anomalous
128,12,39.9596,-75.1492,2025-07-02 03:00:37.772,morning,Monday,27,Cloudy,2,300,normal
686,14,40.0008,-75.1803,2025-01-10 18:56:30.813,evening,Sunday,43,Clear,3,300,normal
845,4,39.905,-75.1463,2025-01-28 18:46:41.374,night,Friday,21,Clear,10,500,normal
791,3,39.9163,-75.1345,2025-04-20 22:21:42.482,morning,Friday,80,Clear,20,100,normal
839,4,39.9572,-75.1695,2025-10-19 01:23:22.803,morning,Sunday,48,Clear,7,300,normal
727,8,39.9653,-75.1208,2025-09-02 18:58:03.364,afternoon,Friday,62,Cloudy,13,300,normal
487,11,39.9425,-75.2028,2025-09-09 06:31:08.196,afternoon,Wednesday,60,Cloudy,11,100,anomalous
852,10,39.9241,-75.1769,2025-10-24 05:11:05.975,morning,Friday,39,Cloudy,5,100,normal
255,3,39.977,-75.1685,2025-05-24 00:04:43.362,evening,Friday,75,Snow,21,200,anomalous
865,8,39.9981,-75.1432,2024-11-18 09:06:42.551,night,Tuesday,21,Clear,9,750,normal
23,15,39.9982,-75.1185,2025-10-06 02:05:36.379,evening,Friday,34,Cloudy,2,300,normal
470,15,39.9925,-75.1421,2025-08-21 07:15:30.249,afternoon,Monday,47,Cloudy,3,200,normal
330,11,39.9257,-75.2046,2025-04-07 15:24:59.263,evening,Tuesday,48,Clear,5,300,normal
142,2,39.9324,-75.1811,2025-02-28 12:10:23.707,morning,Friday,103,Cloudy,13,100,anomalous
3,4,39.9218,-75.1581,2024-11-22 20:18:56.572,night,Saturday,31,Clear,5,300,normal
423,11,39.9305,-75.1861,2025-10-03 00:22:51.117,evening,Thursday,54,Cloudy,2,300,normal
267,8,39.9789,-75.1396,2024-11-11 03:29:41.921,afternoon,Monday,48,Cloudy,1,100,normal
219,1,39.9889,-75.2147,2025-03-10 23:33:31.614,morning,Friday,22,Snow,1,200,normal
188,17,39.9178,-75.1801,2025-08-12 08:59:52.305,morning,Sunday,28,Cloudy,3,300,normal
173,10,39.9926,-75.1446,2025-07-05 12:43:54.807,afternoon,Sunday,75,Rain,16,300,anomalous
228,10,39.9687,-75.1834,2024-11-13 05:25:16.861,afternoon,Friday,42,Clear,5,100,normal
515,13,39.9542,-75.1705,2024-11-15 04:57:53.801,evening,Friday,32,Clear,2,750,normal
698,0,39.9089,-75.2,2025-05-15 16:23:46.539,afternoon,Wednesday,39,Clear,5,100,normal
153,6,39.9066,-75.1982,2025-08-29 11:23:54.122,afternoon,Tuesday,98,Cloudy,24,750,anomalous
804,8,39.9579,-75.1248,2025-04-05 15:07:18.090,night,Friday,43,Clear,9,500,normal
496,1,39.9561,-75.1712,2024-11-15 20:26:45.985,night,Monday,38,Cloudy,8,200,normal
63,1,39.9114,-75.1833,2025-09-01 17:58:47.775,night,Sunday,61,Clear,2,750,normal
327,2,39.9773,-75.1685,2024-12-28 04:15:38.940,morning,Saturday,20,Fog,9,100,normal
561,14,39.9377,-75.206,2025-09-20 19:28:42.839,evening,Thursday,41,Clear,5,750,normal
246,6,39.9406,-75.1357,2025-04-09 07:15:23.348,afternoon,Saturday,28,Rain,5,200,normal
172,6,39.99,-75.2064,2025-10-27 08:33:53.375,morning,Saturday,49,Clear,6,100,normal
237,17,39.9685,-75.1476,2025-03-11 05:32:53.014,afternoon,Thursday,43,Cloudy,9,300,normal
199,2,39.9721,-75.1689,2024-11-23 05:13:37.039,morning,Tuesday,30,Fog,4,300,normal
19,5,40.0011,-75.1804,2025-03-02 13:36:58.569,morning,Wednesday,40,Clear,1,200,normal
842,2,39.978,-75.1534,2024-12-03 05:01:22.907,morning,Monday,29,Clear,3,300,normal
854,16,39.9917,-75.2043,2025-05-20 14:30:23.116,night,Saturday,39,Cloudy,9,500,normal
268,3,39.9347,-75.1995,2025-08-09 18:52:20.961,afternoon,Saturday,40,Cloudy,1,750,normal
731,11,39.9236,-75.1773,2025-04-10 01:19:22.425,afternoon,Friday,29,Clear,7,200,normal
291,10,39.9687,-75.1342,2025-10-30 04:49:56.209,morning,Thursday,32,Rain,3,100,normal
84,19,39.9058,-75.1153,2025-01-01 07:58:58.995,morning,Wednesday,95,Clear,16,500,anomalous
861,15,39.9533,-75.144,2025-10-16 22:22:02.554,afternoon,Saturday,43,Clear,4,500,normal
688,14,39.9156,-75.1495,2025-06-16 02:18:05.198,evening,Friday,63,Cloudy,8,100,normal
139,12,39.9559,-75.1819,2025-07-13 12:53:42.440,night,Saturday,26,Cloudy,6,200,normal
657,1,39.9953,-75.2099,2024-11-08 21:57:34.864,morning,Thursday,29,Fog,8,300,normal
481,5,39.9246,-75.1414,2025-07-16 08:31:35.045,evening,Saturday,28,Clear,5,300,normal
736,15,39.9441,-75.1899,2025-08-04 18:14:36.557,afternoon,Friday,31,Cloudy,5,100,normal
91,9,39.9939,-75.1724,2025-09-19 00:52:22.485,afternoon,Thursday,32,Clear,10,100,normal
650,5,39.9906,-75.21,2025-10-07 21:09:39.683,evening,Friday,111,Cloudy,18,100,anomalous
340,5,39.9163,-75.1809,2025-02-26 16:24:36.007,morning,Tuesday,78,Rain,21,750,anomalous
575,17,39.9183,-75.197,2024-12-05 07:41:21.128,evening,Tuesday,89,Clear,16,750,anomalous
209,9,39.9457,-75.1381,2024-12-08 02:21:13.459,morning,Saturday,28,Clear,7,500,normal
882,3,39.9241,-75.1266,2024-12-14 16:58:49.404,afternoon,Tuesday,80,Cloudy,18,200,normal
548,5,39.9845,-75.2001,2025-04-28 04:59:08.218,evening,Monday,28,Rain,3,500,normal
369,6,39.9047,-75.2139,2025-08-09 18:14:36.734,morning,Thursday,31,Clear,8,200,normal
878,7,39.978,-75.1588,2025-03-25 16:10:31.456,evening,Sunday,36,Cloudy,10,200,normal
488,6,39.9809,-75.2096,2025-09-13 20:23:41.095,evening,Thursday,18,Snow,8,300,normal
671,6,39.9913,-75.1508,2025-09-16 00:13:25.898,evening,Wednesday,27,Cloudy,3,200,normal
118,8,39.9505,-75.1602,2024-11-12 11:43:50.448,evening,Tuesday,33,Fog,5,200,normal
997,6,39.918,-75.1957,2025-05-19 21:27:35.132,evening,Monday,36,Clear,6,500,normal
55,11,39.9153,-75.1338,2025-04-28 10:38:20.740,morning,Monday,51,Clear,9,300,normal
855,11,39.9085,-75.1394,2025-06-17 01:17:33.078,evening,Thursday,27,Rain,6,100,normal
461,15,39.9858,-75.185,2025-06-23 09:26:40.063,afternoon,Friday,116,Clear,15,200,anomalous
225,18,39.9167,-75.2049,2025-09-28 11:17:14.500,night,Thursday,25,Rain,2,500,normal
868,9,39.9123,-75.1455,2025-07-12 13:54:51.087,evening,Sunday,30,Clear,1,750,normal
601,4,39.9357,-75.1639,2025-03-21 14:42:09.368,evening,Wednesday,68,Rain,20,500,anomalous
159,19,39.9959,-75.1309,2025-03-02 06:30:03.684,afternoon,Monday,24,Snow,10,750,normal
250,17,39.9489,-75.1232,2025-08-30 01:28:19.069,night,Monday,36,Clear,10,100,normal
623,7,39.942,-75.1851,2024-11-23 17:12:28.875,night,Friday,27,Clear,1,100,normal
61,14,39.989,-75.195,2025-06-25 00:24:16.835,morning,Sunday,26,Clear,1,200,normal
592,6,39.9851,-75.2014,2025-04-06 17:09:46.674,afternoon,Sunday,54,Cloudy,6,100,normal
50,6,39.9668,-75.1882,2025-07-04 14:47:13.152,night,Friday,42,Cloudy,6,750,normal
949,4,39.9947,-75.2056,2025-01-20 01:59:09.865,night,Sunday,28,Rain,2,500,normal
636,18,39.9514,-75.1946,2025-09-24 23:23:16.170,morning,Wednesday,34,Fog,2,750,normal
472,15,39.9625,-75.1997,2025-03-14 20:45:47.880,morning,Monday,32,Rain,10,500,normal
212,17,39.9368,-75.2069,2025-03-19 16:34:25.729,morning,Saturday,45,Cloudy,9,500,normal
174,15,39.9216,-75.1896,2025-01-05 12:48:28.448,night,Sunday,96,Cloudy,10,100,anomalous
927,1,39.9042,-75.1231,2025-03-14 06:47:49.016,night,Wednesday,44,Cloudy,2,200,normal
8,6,39.9824,-75.142,2025-04-26 15:47:18.846,evening,Saturday,52,Cloudy,11,750,normal
201,17,39.99,-75.1404,2025-02-06 12:10:49.806,morning,Thursday,28,Clear,7,300,normal
593,15,39.9639,-75.2018,2025-04-14 09:35:54.742,night,Wednesday,81,Rain,13,750,anomalous
902,7,39.9369,-75.2138,2025-02-18 02:36:37.451,morning,Wednesday,26,Cloudy,8,750,normal
586,9,39.9469,-75.1807,2025-08-27 17:02:36.544,afternoon,Saturday,51,Cloudy,4,100,normal
669,11,39.9796,-75.1623,2025-06-28 04:29:46.530,afternoon,Monday,30,Cloudy,9,100,normal
749,7,39.9468,-75.1351,2025-08-23 08:18:01.025,morning,Sunday,51,Cloudy,6,200,normal
805,16,39.9762,-75.1799,2025-10-29 06:54:34.771,evening,Friday,107,Fog,24,500,anomalous
320,9,39.9448,-75.1827,2025-10-25 08:58:59.091,night,Tuesday,22,Fog,7,750,normal
702,3,39.9482,-75.1826,2025-04-25 03:19:50.638,evening,Wednesday,82,Fog,20,100,anomalous
208,15,39.9289,-75.1493,2024-11-30 22:00:59.631,evening,Friday,33,Rain,10,500,normal
319,16,39.9292,-75.1217,2024-11-25 01:19:00.834,afternoon,Monday,27,Snow,7,750,normal
536,2,39.9438,-75.1189,2024-12-10 19:13:45.015,night,Sunday,23,Clear,3,100,normal
43,7,39.9787,-75.2085,2025-09-07 08:57:01.930,morning,Sunday,24,Rain,9,100,normal
293,3,39.9035,-75.1188,2025-09-29 23:13:58.407,night,Thursday,43,Clear,6,750,normal
42,5,39.9105,-75.1638,2025-02-25 14:02:18.925,morning,Tuesday,92,Cloudy,2,300,normal
564,11,39.9543,-75.1908,2024-10-31 02:56:52.066,evening,Thursday,27,Cloudy,8,100,normal
45,9,39.9756,-75.1935,2025-08-11 14:36:39.434,night,Monday,23,Clear,2,500,normal
310,6,39.9527,-75.1382,2025-06-05 03:21:39.575,morning,Sunday,57,Clear,3,300,normal
466,7,39.9096,-75.1318,2025-06-05 22:24:36.321,afternoon,Thursday,31,Cloudy,9,100,normal
361,18,39.9563,-75.1187,2025-05-03 12:25:20.817,afternoon,Tuesday,88,Clear,11,750,anomalous
99,10,39.9765,-75.1909,2025-04-17 02:41:58.388,morning,Wednesday,32,Cloudy,2,100,normal
546,13,39.903,-75.2072,2024-11-01 02:26:57.904,evening,Sunday,35,Cloudy,2,750,normal
428,16,39.9629,-75.1324,2025-10-20 04:59:08.396,afternoon,Tuesday,48,Rain,11,100,normal
853,8,39.9561,-75.2117,2025-03-16 18:19:12.798,night,Saturday,21,Cloudy,1,750,normal
784,7,39.9817,-75.1329,2025-02-17 16:31:42.365,night,Tuesday,42,Clear,3,100,normal
742,5,39.9384,-75.1635,2025-01-10 19:35:01.793,afternoon,Friday,71,Fog,13,200,anomalous
913,15,39.9864,-75.1691,2025-10-28 01:08:37.189,night,Thursday,16,Fog,1,300,normal
911,19,39.9871,-75.1876,2025-02-07 06:12:17.921,morning,Wednesday,23,Rain,3,100,normal
529,19,39.9869,-75.2038,2025-02-28 19:36:56.172,night,Thursday,25,Snow,11,200,normal
829,8,39.9266,-75.1869,2025-08-25 02:16:43.394,evening,Wednesday,79,Fog,14,300,anomalous
205,14,39.9066,-75.1537,2024-12-03 18:48:12.115,morning,Monday,61,Snow,23,100,anomalous
420,19,39.9376,-75.1216,2025-03-18 18:59:57.141,evening,Monday,41,Clear,4,200,normal
75,0,39.9967,-75.1877,2025-08-10 04:22:44.379,morning,Thursday,48,Clear,2,200,normal
6,4,39.9749,-75.1181,2025-07-19 10:10:46.977,evening,Friday,26,Clear,10,100,normal
282,17,39.9144,-75.1214,2025-08-22 05:17:38.278,morning,Monday,42,Cloudy,3,750,normal
723,8,39.9551,-75.1882,2025-01-18 06:24:07.084,night,Wednesday,92,Clear,12,200,anomalous
935,3,39.9431,-75.177,2025-08-03 00:44:27.913,morning,Sunday,28,Cloudy,6,200,normal
79,14,39.9033,-75.1663,2025-10-15 15:35:32.423,afternoon,Monday,29,Cloudy,9,100,normal
429,8,39.928,-75.1997,2024-12-21 01:43:29.064,night,Saturday,34,Cloudy,10,300,normal
886,9,39.9558,-75.1636,2025-01-19 06:20:17.077,afternoon,Sunday,67,Rain,14,200,normal
793,10,39.9866,-75.1676,2025-09-07 16:19:01.725,night,Friday,36,Cloudy,9,500,normal
632,8,39.9912,-75.1547,2024-11-08 20:27:00.426,night,Saturday,106,Rain,11,200,anomalous
47,9,39.9659,-75.1884,2025-02-16 11:33:42.825,morning,Monday,53,Cloudy,9,300,normal
603,5,39.9858,-75.2031,2025-07-10 22:09:22.566,afternoon,Tuesday,65,Cloudy,13,300,anomalous
436,5,39.9694,-75.1383,2025-06-21 13:04:10.308,evening,Saturday,48,Clear,3,200,normal
368,6,39.9537,-75.1813,2025-07-11 17:36:15.180,night,Friday,33,Cloudy,8,500,normal
898,0,39.9864,-75.2148,2025-01-03 01:40:07.576,night,Friday,105,Clear,12,200,anomalous
287,18,39.9674,-75.1639,2024-12-06 15:17:02.274,night,Sunday,31,Clear,8,500,normal
968,15,39.938,-75.1433,2025-01-18 17:27:36.900,afternoon,Sunday,25,Rain,2,100,normal
808,11,39.9507,-75.1718,2025-07-31 22:31:35.013,night,Tuesday,46,Cloudy,2,100,normal
415,8,39.995,-75.1704,2025-06-17 15:07:41.087,night,Friday,21,Fog,10,300,normal
537,10,39.988,-75.1337,2025-07-21 16:23:02.356,evening,Sunday,75,Clear,15,200,normal
16,19,39.9356,-75.1201,2025-08-30 14:57:52.714,night,Thursday,18,Snow,3,750,normal
707,7,39.9255,-75.1696,2025-08-07 03:49:26.921,morning,Sunday,26,Cloudy,10,200,normal
976,6,39.9429,-75.1553,2025-06-15 08:20:39.055,morning,Friday,52,Clear,10,750,normal
506,11,39.9243,-75.204,2025-03-28 22:05:06.440,evening,Friday,40,Cloudy,1,100,normal
879,17,39.9216,-75.2038,2025-07-31 20:37:46.345,evening,Saturday,60,Rain,23,200,anomalous
792,3,39.9372,-75.1436,2025-07-28 10:44:33.590,afternoon,Wednesday,80,Clear,14,200,anomalous
106,3,39.9052,-75.131,2025-02-24 21:21:57.249,evening,Monday,54,Cloudy,6,100,normal
213,15,39.9874,-75.2062,2025-02-07 04:01:28.935,evening,Monday,34,Clear,9,300,normal
380,17,39.9195,-75.1281,2025-06-06 01:29:20.993,morning,Tuesday,32,Clear,7,300,normal
378,11,39.9511,-75.1393,2025-10-27 11:16:49.323,evening,Saturday,77,Clear,3,100,normal
305,9,39.9112,-75.1152,2025-03-06 21:23:44.775,evening,Tuesday,29,Rain,10,100,normal
907,18,39.909,-75.213,2025-10-13 13:27:08.330,evening,Saturday,32,Clear,5,200,normal
932,3,39.983,-75.1476,2025-08-29 17:57:10.942,morning,Friday,25,Rain,10,750,normal
4,12,39.9337,-75.1786,2025-04-18 06:02:29.599,afternoon,Saturday,117,Rain,10,100,anomalous
942,11,39.9218,-75.1377,2025-09-14 13:03:44.681,evening,Wednesday,52,Clear,9,750,normal
523,10,39.9048,-75.1996,2025-02-13 09:09:18.672,night,Monday,28,Cloudy,2,500,normal
510,4,39.9829,-75.165,2024-12-12 09:02:45.921,morning,Tuesday,20,Fog,7,500,normal
507,0,39.9839,-75.1798,2025-02-17 10:48:38.383,evening,Sunday,48,Clear,9,100,normal
655,4,39.9519,-75.1291,2025-04-13 22:45:07.577,morning,Saturday,46,Clear,3,750,normal
890,12,39.9043,-75.136,2025-05-27 05:16:14.085,night,Sunday,41,Clear,2,750,normal
606,18,40.0023,-75.1449,2025-04-07 04:16:58.899,evening,Monday,25,Snow,10,200,normal
850,5,39.9328,-75.1826,2025-06-29 14:55:14.542,evening,Thursday,30,Clear,2,500,normal
303,17,39.9342,-75.1818,2024-12-31 22:50:54.725,evening,Thursday,29,Clear,9,200,normal
280,8,39.9741,-75.1294,2025-04-01 20:41:40.204,night,Thursday,72,Cloudy,24,100,anomalous
643,13,39.9404,-75.1378,2025-04-15 01:31:04.074,afternoon,Saturday,108,Clear,20,300,normal
189,13,39.9057,-75.1315,2025-05-19 23:42:57.459,night,Friday,17,Rain,7,750,normal
925,15,39.9154,-75.1953,2025-02-22 22:55:03.789,night,Friday,57,Clear,20,500,normal
440,2,39.9329,-75.1262,2025-03-28 08:38:17.194,morning,Tuesday,116,Cloudy,12,500,anomalous
491,4,39.9179,-75.1275,2025-02-02 22:27:15.315,evening,Wednesday,97,Clear,23,750,anomalous
772,7,39.9587,-75.1153,2025-05-22 23:48:16.798,night,Wednesday,22,Clear,4,500,normal
830,19,39.9768,-75.2081,2025-02-13 10:25:46.831,morning,Monday,92,Cloudy,14,200,anomalous
449,8,39.9674,-75.1761,2025-06-02 08:04:02.337,afternoon,Wednesday,52,Cloudy,7,200,normal
318,16,39.994,-75.1637,2025-10-02 00:33:20.631,afternoon,Tuesday,74,Fog,17,300,normal
578,2,39.9376,-75.2019,2024-12-09 22:46:04.207,afternoon,Wednesday,114,Rain,21,500,anomalous
459,4,39.9246,-75.1584,2025-04-03 01:07:59.194,morning,Tuesday,53,Clear,8,500,normal
393,15,39.9833,-75.1631,2024-11-09 22:37:45.498,night,Monday,30,Clear,2,750,normal
502,9,39.9333,-75.1373,2025-04-01 00:46:04.813,morning,Sunday,36,Fog,5,500,normal
412,3,39.9791,-75.1542,2025-02-08 17:41:40.672,afternoon,Tuesday,48,Cloudy,5,300,normal
912,7,40.0005,-75.1658,2024-12-08 06:04:11.144,morning,Saturday,34,Cloudy,2,100,normal
595,2,39.9945,-75.1369,2025-05-03 09:57:26.418,morning,Wednesday,90,Fog,19,200,anomalous
888,2,39.9612,-75.1244,2025-07-25 03:22:18.109,night,Sunday,39,Clear,3,750,normal
271,8,39.9408,-75.1695,2025-04-22 22:43:58.934,morning,Sunday,94,Cloudy,20,750,normal
344,19,39.956,-75.1595,2024-12-16 06:29:48.674,afternoon,Wednesday,23,Fog,5,750,normal
177,19,40.0017,-75.1532,2025-01-07 10:40:31.250,night,Saturday,77,Fog,18,100,normal
359,6,39.9944,-75.1385,2024-10-31 12:21:17.162,evening,Saturday,22,Snow,5,750,normal
83,17,39.9276,-75.1944,2025-05-11 21:38:30.546,evening,Tuesday,31,Cloudy,8,200,normal
275,14,39.9663,-75.1809,2025-08-17 19:29:32.647,afternoon,Sunday,72,Clear,17,750,anomalous
511,10,39.9921,-75.1701,2024-11-04 19:26:22.357,morning,Wednesday,83,Snow,17,100,anomalous
866,9,39.9911,-75.1374,2025-09-24 12:03:47.848,evening,Monday,40,Cloudy,8,200,normal
906,15,39.9278,-75.1629,2025-07-03 09:10:15.794,afternoon,Saturday,111,Rain,12,200,anomalous
53,14,39.9277,-75.1991,2025-08-14 18:40:04.352,evening,Sunday,38,Fog,4,300,normal
58,9,39.9572,-75.1703,2025-08-23 01:05:34.799,night,Friday,26,Clear,5,100,normal
324,3,39.9467,-75.1711,2025-10-26 17:19:05.596,morning,Wednesday,54,Cloudy,5,500,normal
908,7,39.9475,-75.2007,2025-02-17 09:37:46.270,afternoon,Thursday,83,Rain,22,750,anomalous
649,5,39.9522,-75.1199,2025-03-02 09:54:36.530,afternoon,Thursday,54,Clear,20,300,normal
473,11,40.0011,-75.2015,2024-11-18 03:01:59.274,evening,Friday,35,Clear,10,200,normal
684,19,39.9867,-75.1569,2025-09-01 04:46:36.856,night,Friday,41,Clear,5,300,normal
985,18,39.9336,-75.1559,2025-07-25 07:53:37.097,evening,Saturday,53,Clear,5,500,normal
937,4,39.9499,-75.2046,2024-12-14 12:24:00.912,evening,Thursday,40,Clear,6,300,normal
735,0,39.9118,-75.1643,2024-11-09 06:49:55.352,night,Thursday,21,Rain,9,100,normal
397,2,39.9738,-75.1603,2025-03-31 05:48:58.635,morning,Friday,45,Cloudy,8,200,normal
520,11,39.9893,-75.1671,2025-09-14 23:06:50.999,afternoon,Sunday,22,Snow,6,100,normal
797,7,39.9137,-75.1896,2025-01-14 10:35:06.725,afternoon,Thursday,23,Rain,7,500,normal
447,10,39.9998,-75.1824,2025-03-10 04:13:22.456,evening,Wednesday,75,Clear,16,300,normal
695,19,39.978,-75.1192,2024-11-27 16:08:49.524,night,Saturday,115,Clear,13,500,anomalous
34,5,39.9366,-75.1911,2025-10-15 05:49:03.771,afternoon,Thursday,30,Rain,6,200,normal
239,13,39.9254,-75.1797,2025-01-17 21:33:37.281,morning,Friday,33,Rain,10,750,normal
416,3,39.927,-75.177,2025-06-22 08:42:25.778,morning,Wednesday,41,Cloudy,10,750,normal
910,17,39.9044,-75.2147,2025-08-19 12:03:47.315,afternoon,Wednesday,35,Clear,10,750,normal
696,0,39.9328,-75.1204,2025-04-17 05:20:28.545,night,Tuesday,19,Fog,4,100,normal
500,15,39.977,-75.1501,2025-09-21 08:41:26.175,morning,Wednesday,48,Clear,3,300,normal
474,8,39.9116,-75.1179,2025-01-03 00:15:32.499,morning,Wednesday,67,Clear,14,100,anomalous
960,19,39.9958,-75.1575,2025-05-06 13:50:58.618,afternoon,Thursday,32,Fog,9,200,normal
458,13,39.9956,-75.1241,2025-07-03 05:35:11.142,afternoon,Friday,37,Cloudy,3,100,normal
166,18,39.9837,-75.1621,2025-03-12 23:58:17.523,evening,Wednesday,30,Cloudy,2,300,normal
542,15,39.9968,-75.212,2024-12-28 03:07:41.197,afternoon,Tuesday,113,Clear,21,300,anomalous
541,0,39.9197,-75.1513,2024-11-05 22:49:10.283,morning,Monday,96,Cloudy,18,500,normal
763,7,39.9479,-75.1457,2025-09-02 21:54:06.432,night,Friday,21,Snow,7,100,normal
587,17,39.9326,-75.1386,2025-01-10 06:37:30.834,night,Tuesday,24,Cloudy,9,100,normal
126,14,39.9785,-75.181,2024-11-05 14:34:12.397,afternoon,Thursday,50,Clear,7,100,normal
920,4,39.9907,-75.16,2025-08-13 20:46:53.863,night,Monday,20,Fog,1,300,normal
525,5,39.9364,-75.1734,2025-03-17 14:11:42.819,evening,Sunday,53,Clear,19,300,normal
122,1,39.9378,-75.1905,2025-09-07 15:18:37.521,evening,Monday,42,Clear,10,300,normal
824,12,39.9844,-75.2045,2025-08-28 07:02:52.366,afternoon,Monday,22,Rain,4,300,normal
46,4,39.9485,-75.1202,2024-12-06 07:57:14.404,morning,Tuesday,46,Cloudy,5,500,normal
285,17,39.954,-75.1733,2025-04-12 07:01:30.826,morning,Friday,32,Rain,10,500,normal
348,17,39.9803,-75.1657,2025-02-08 04:30:40.328,morning,Friday,79,Clear,17,300,anomalous
560,9,40.001,-75.1866,2025-09-14 19:51:33.771,afternoon,Wednesday,32,Rain,7,300,normal
396,4,39.996,-75.1334,2025-04-11 18:43:41.970,night,Thursday,17,Rain,3,500,normal
909,11,39.9453,-75.1665,2025-03-16 06:31:59.840,morning,Monday,58,Clear,17,100,normal
480,18,39.9098,-75.1937,2025-01-08 04:17:15.885,afternoon,Tuesday,80,Cloudy,14,750,normal
614,19,39.9722,-75.1652,2025-09-05 09:56:21.045,morning,Sunday,30,Cloudy,8,100,normal
950,8,39.9101,-75.1901,2025-07-09 00:54:04.600,evening,Sunday,48,Clear,2,200,normal
194,19,39.9044,-75.1476,2025-10-12 06:56:07.264,evening,Sunday,24,Fog,8,100,normal
822,5,39.9871,-75.1579,2025-08-10 10:36:28.896,afternoon,Saturday,94,Cloudy,4,100,normal
278,7,39.9856,-75.1866,2025-08-30 17:44:53.510,evening,Thursday,39,Cloudy,9,200,normal
639,7,39.9701,-75.1202,2025-06-22 19:25:56.218,evening,Friday,84,Clear,13,200,anomalous
31,10,39.9728,-75.1899,2025-01-28 20:11:31.503,morning,Thursday,20,Fog,4,750,normal
704,11,39.9196,-75.1646,2025-03-19 15:59:42.481,afternoon,Wednesday,104,Clear,10,500,anomalous
123,14,39.9962,-75.2066,2025-09-16 02:08:00.673,afternoon,Wednesday,42,Cloudy,10,200,normal
752,13,39.9284,-75.1208,2025-08-14 00:55:49.729,afternoon,Thursday,54,Clear,3,500,normal
531,16,39.9264,-75.1239,2025-04-14 16:09:25.378,morning,Tuesday,34,Clear,9,300,normal
138,18,39.9293,-75.1753,2025-10-07 05:45:06.090,afternoon,Sunday,116,Clear,17,750,anomalous
573,11,39.9614,-75.1489,2025-01-04 13:11:15.435,night,Tuesday,33,Clear,5,300,normal
405,7,39.9362,-75.2052,2025-01-06 20:13:45.933,evening,Wednesday,88,Clear,10,500,anomalous
547,4,39.908,-75.1336,2025-04-17 02:35:41.034,night,Wednesday,74,Rain,11,500,anomalous
336,6,39.9267,-75.1558,2025-03-30 17:40:58.738,morning,Friday,60,Clear,22,500,anomalous
951,19,40.002,-75.1252,2025-06-20 08:16:26.284,afternoon,Monday,46,Cloudy,7,200,normal
658,2,39.9108,-75.2142,2025-03-29 02:36:10.315,evening,Tuesday,43,Cloudy,4,100,normal
167,1,39.9733,-75.1277,2024-11-05 02:02:38.711,afternoon,Tuesday,26,Clear,4,500,normal
26,18,39.9166,-75.1443,2025-09-02 13:25:32.937,afternoon,Sunday,32,Clear,3,300,normal
594,0,39.9503,-75.1211,2025-08-17 02:17:51.046,morning,Monday,16,Snow,10,300,normal
