user_id,timestamp,temperature,time_of_the_day,behaviour,frequency_crossing,anomalous_probability,anomaly_reason,behavior,feature_count,normal_probability,prediction_confidence,prediction_timestamp,used_user_model
USER015,2025-05-11 00:59:20.805,13,morning,anomalous,240,,,,,,,,
USER012,2025-05-04 22:49:06.185,-41,night,normal,187,,,,,,,,
USER005,2025-08-01 07:09:28.641,-15,afternoon,anomalous,371,,,,,,,,
USER001,2025-01-08 08:21:28.229,-30,afternoon,normal,120,,,,,,,,
USER018,2025-05-07 20:31:55.714,46,night,anomalous,820,,,,,,,,
USER004,2025-07-17 18:53:02.567,-42,night,anomalous,155,,,,,,,,
USER002,2025-10-19 04:11:49.436,21,morning,anomalous,735,,,,,,,,
USER002,2025-08-05 04:50:25.914,6,morning,anomalous,512,,,,,,,,
USER012,2025-11-01 22:28:39.274,-43,night,normal,345,,,,,,,,
USER011,2025-01-29 22:25:47.125,36,night,anomalous,694,,,,,,,,
USER015,2025-08-03 17:43:42.091,-7,night,anomalous,321,,,,,,,,
USER014,2025-05-29 21:10:19.817,-47,night,normal,381,,,,,,,,
USER001,2025-08-12 15:31:00.858,48,evening,anomalous,818,,,,,,,,
USER007,2025-12-10 07:45:17.797,-44,afternoon,anomalous,731,,,,,,,,
USER015,2025-07-23 00:04:11.972,5,morning,anomalous,452,,,,,,,,
USER020,2025-08-08 12:43:28.174,20,evening,anomalous,700,,,,,,,,
USER019,2025-08-07 17:56:44.539,14,night,anomalous,26,,,,,,,,
USER001,2025-02-14 02:07:29.382,1,morning,normal,815,,,,,,,,
USER009,2025-07-08 11:27:39.244,3,afternoon,anomalous,556,,,,,,,,
USER014,2025-03-29 14:52:57.562,-6,evening,normal,964,,,,,,,,
USER007,2025-06-28 21:14:30.210,0,night,normal,728,,,,,,,,
USER001,2025-11-25 03:08:46.227,-18,morning,anomalous,500,,,,,,,,
USER002,2025-11-05 18:21:37.751,40,night,normal,30,,,,,,,,
USER005,2025-07-19 03:40:46.742,-18,morning,anomalous,430,,,,,,,,
USER017,2025-03-10 19:00:48.224,39,night,normal,435,,,,,,,,
USER010,2025-08-20 21:14:54.359,-25,night,normal,188,,,,,,,,
USER001,2025-08-15 13:32:45.633,-27,evening,normal,836,,,,,,,,
USER016,2025-05-14 17:58:52.675,-31,night,normal,403,,,,,,,,
USER009,2025-01-25 01:25:34.616,-33,morning,normal,903,,,,,,,,
USER007,2025-11-11 02:57:11.643,-29,morning,normal,890,,,,,,,,
USER016,2025-12-09 12:44:43.174,39,evening,anomalous,547,,,,,,,,
USER019,2025-10-18 17:42:05.549,-14,night,normal,846,,,,,,,,
USER017,2025-05-28 23:11:58.833,18,night,anomalous,351,,,,,,,,
USER003,2025-10-20 22:32:51.188,21,night,anomalous,526,,,,,,,,
USER008,2025-10-29 21:36:57.762,14,night,normal,622,,,,,,,,
USER012,2025-09-09 03:32:34.553,-34,morning,anomalous,717,,,,,,,,
USER014,2025-02-06 08:25:04.644,-42,afternoon,anomalous,745,,,,,,,,
USER006,2025-02-02 21:44:30.271,-4,night,anomalous,628,,,,,,,,
USER009,2025-03-23 19:58:36.084,55,night,anomalous,328,,,,,,,,
USER020,2025-07-10 05:37:04.538,21,morning,normal,605,,,,,,,,
USER018,2025-03-04 18:25:01.374,-40,night,normal,103,,,,,,,,
USER015,2025-11-30 09:54:35.010,-23,afternoon,normal,773,,,,,,,,
USER016,2025-12-30 03:26:06.062,-46,morning,normal,787,,,,,,,,
USER012,2025-02-13 10:08:59.266,-15,afternoon,anomalous,541,,,,,,,,
USER012,2025-06-27 23:56:50.529,-50,morning,anomalous,897,,,,,,,,
USER015,2025-03-16 00:53:22.892,-22,morning,anomalous,693,,,,,,,,
USER008,2025-09-07 21:10:57.812,-27,night,anomalous,583,,,,,,,,
USER018,2025-05-21 07:14:31.535,-2,afternoon,normal,150,,,,,,,,
USER017,2025-03-15 12:45:27.547,16,evening,anomalous,464,,,,,,,,
USER017,2025-08-28 00:00:29.369,-42,morning,anomalous,276,,,,,,,,
USER014,2025-05-01 20:44:53.448,38,night,normal,302,,,,,,,,
USER016,2025-04-03 08:14:10.012,-42,afternoon,normal,154,,,,,,,,
USER002,2025-09-19 18:07:47.870,47,night,normal,908,,,,,,,,
USER001,2025-03-20 16:18:12.262,-42,evening,normal,780,,,,,,,,
USER006,2025-02-24 03:43:31.028,-38,morning,anomalous,581,,,,,,,,
USER019,2025-12-28 23:53:28.585,-21,morning,normal,99,,,,,,,,
USER006,2025-09-12 12:33:41.593,-46,evening,normal,985,,,,,,,,
USER007,2025-06-25 08:29:00.391,-37,afternoon,normal,330,,,,,,,,
USER019,2025-06-20 20:10:14.991,-2,night,anomalous,241,,,,,,,,
USER002,2025-12-18 11:46:10.983,48,evening,anomalous,561,,,,,,,,
USER019,2025-02-03 02:36:08.359,-8,morning,anomalous,343,,,,,,,,
USER009,2025-08-14 18:53:03.117,56,night,normal,451,,,,,,,,
USER009,2025-07-04 23:35:42.511,-25,morning,normal,314,,,,,,,,
USER020,2025-10-24 16:22:20.504,25,evening,anomalous,793,,,,,,,,
USER013,2025-05-05 23:29:08.187,53,night,normal,922,,,,,,,,
USER006,2025-04-08 20:19:52.376,5,night,anomalous,876,,,,,,,,
USER004,2025-04-18 07:25:46.353,16,afternoon,anomalous,254,,,,,,,,
USER009,2025-11-10 18:44:02.885,-31,night,normal,795,,,,,,,,
USER015,2025-07-09 20:22:30.497,6,night,normal,352,,,,,,,,
USER014,2025-04-03 21:21:54.083,-35,night,normal,380,,,,,,,,
USER004,2025-12-03 06:14:33.547,22,morning,anomalous,446,,,,,,,,
USER008,2025-01-09 04:35:40.790,-18,morning,anomalous,460,,,,,,,,
USER002,2025-09-20 13:28:40.457,13,evening,anomalous,140,,,,,,,,
USER002,2025-07-11 17:57:20.340,3,night,normal,518,,,,,,,,
USER017,2025-11-24 15:20:18.363,-18,evening,normal,810,,,,,,,,
USER001,2025-02-05 23:42:01.949,18,morning,normal,79,,,,,,,,
USER016,2025-09-27 05:58:21.969,-25,morning,anomalous,3,,,,,,,,
USER003,2025-09-06 11:18:13.690,20,afternoon,anomalous,361,,,,,,,,
USER016,2025-02-03 10:04:44.809,19,afternoon,anomalous,700,,,,,,,,
USER019,2025-07-20 08:17:27.471,58,afternoon,normal,177,,,,,,,,
USER012,2025-05-19 15:07:18.345,-8,evening,normal,399,,,,,,,,
USER011,2025-12-07 12:55:11.061,2,evening,anomalous,323,,,,,,,,
USER020,2025-11-15 14:07:14.089,-19,evening,normal,973,,,,,,,,
USER009,2025-03-02 00:02:42.669,42,morning,normal,640,,,,,,,,
USER011,2025-07-06 09:36:19.895,4,afternoon,anomalous,150,,,,,,,,
USER007,2025-01-14 12:37:01.172,34,evening,normal,537,,,,,,,,
USER006,2025-07-29 19:55:43.174,55,night,anomalous,629,,,,,,,,
USER010,2025-03-17 01:12:41.540,37,morning,normal,619,,,,,,,,
