user_id,timestamp,temperature,time_of_the_day,behaviour,frequency_crossing,weather_conditions,day_of_week,anomalous_probability,anomaly_reason,behavior,feature_count,normal_probability,prediction_confidence,prediction_timestamp,used_user_model
USER020,2025-07-17 03:28:09.621,35,morning,normal,32,rainy,5,,,,,,,,
USER003,2025-01-14 07:06:16.257,57,afternoon,anomalous,10,rainy,5,,,,,,,,
USER009,2025-04-29 12:02:20.647,-1,evening,normal,666,rainy,6,,,,,,,,
USER007,2025-06-28 21:14:30.210,0,night,normal,728,rainy,2,,,,,,,,
USER008,2025-04-02 14:19:15.900,4,evening,normal,866,rainy,5,,,,,,,,
USER014,2025-05-19 14:21:12.306,18,evening,normal,878,sunny,5,,,,,,,,
USER002,2025-10-24 10:24:49.877,45,afternoon,normal,27,cloudy,0,,,,,,,,
USER005,2025-02-16 23:22:10.591,54,night,normal,943,rainy,2,,,,,,,,
USER010,2025-04-11 00:57:29.776,-42,morning,normal,67,rainy,0,,,,,,,,
USER018,2025-09-24 11:24:19.372,-16,afternoon,normal,612,snowy,6,,,,,,,,
USER001,2025-07-17 22:11:24.357,-18,night,normal,427,sunny,3,,,,,,,,
USER013,2025-10-03 20:39:26.101,-38,night,normal,474,snowy,3,,,,,,,,
USER001,2025-08-15 13:32:45.633,-27,evening,normal,836,sunny,4,,,,,,,,
USER018,2025-06-29 11:15:10.117,58,afternoon,anomalous,447,sunny,6,,,,,,,,
USER013,2025-06-14 17:50:25.232,7,night,normal,573,rainy,2,,,,,,,,
USER013,2025-10-26 11:42:28.108,56,evening,normal,637,snowy,4,,,,,,,,
USER009,2025-07-16 15:32:48.146,-40,evening,normal,631,rainy,6,,,,,,,,
USER012,2025-08-12 02:43:57.597,39,morning,normal,379,rainy,4,,,,,,,,
USER017,2025-10-17 05:04:04.660,-26,morning,anomalous,434,snowy,6,,,,,,,,
USER015,2025-11-19 18:24:38.226,-38,night,normal,817,rainy,1,,,,,,,,
USER004,2025-06-24 02:48:18.291,-46,morning,normal,856,sunny,0,,,,,,,,
USER020,2025-04-06 13:23:29.217,13,evening,anomalous,370,cloudy,0,,,,,,,,
USER016,2025-08-23 21:07:25.162,-21,night,anomalous,15,snowy,3,,,,,,,,
USER004,2025-12-26 06:38:27.761,-46,afternoon,anomalous,488,snowy,5,,,,,,,,
USER020,2025-12-19 03:52:04.148,48,morning,anomalous,995,rainy,3,,,,,,,,
USER017,2025-10-10 21:06:38.462,-13,night,anomalous,994,sunny,6,,,,,,,,
USER012,2025-07-05 19:51:20.233,-45,night,anomalous,793,rainy,2,,,,,,,,
USER005,2025-08-04 08:37:43.967,41,afternoon,normal,863,rainy,0,,,,,,,,
USER019,2025-04-25 17:04:37.528,13,night,anomalous,551,snowy,2,,,,,,,,
USER020,2025-07-25 00:51:04.797,-22,morning,normal,394,snowy,0,,,,,,,,
USER010,2025-09-26 18:07:54.503,-49,night,anomalous,438,sunny,3,,,,,,,,
USER019,2025-02-17 15:52:28.363,-3,evening,anomalous,746,sunny,0,,,,,,,,
USER006,2025-02-12 06:27:45.270,-21,morning,anomalous,215,cloudy,6,,,,,,,,
USER001,2025-10-09 00:33:55.516,31,morning,normal,726,cloudy,5,,,,,,,,
USER020,2025-07-27 03:11:54.067,2,morning,anomalous,327,sunny,2,,,,,,,,
USER011,2025-08-18 15:39:05.193,-32,evening,normal,764,snowy,5,,,,,,,,
USER012,2025-07-27 07:54:46.307,-36,afternoon,anomalous,621,sunny,3,,,,,,,,
USER010,2025-07-27 16:05:18.794,16,evening,normal,854,snowy,3,,,,,,,,
USER012,2025-10-08 16:42:38.507,-39,night,anomalous,539,cloudy,5,,,,,,,,
USER018,2025-09-25 03:38:36.486,-31,morning,normal,65,sunny,0,,,,,,,,
USER013,2025-10-22 17:37:14.920,-14,night,normal,130,cloudy,2,,,,,,,,
USER017,2025-01-31 07:33:35.300,18,afternoon,normal,873,rainy,5,,,,,,,,
USER002,2025-11-24 10:17:37.423,-11,afternoon,normal,555,rainy,3,,,,,,,,
USER014,2025-08-12 06:35:01.532,51,afternoon,normal,104,snowy,0,,,,,,,,
USER009,2025-01-20 12:53:47.054,38,evening,anomalous,906,snowy,0,,,,,,,,
USER003,2025-09-26 03:34:13.369,5,morning,normal,654,rainy,1,,,,,,,,
USER010,2025-10-06 22:36:17.470,34,night,anomalous,429,snowy,0,,,,,,,,
USER002,2025-03-13 04:38:40.330,46,morning,normal,994,cloudy,4,,,,,,,,
USER005,2025-08-02 11:08:01.294,-7,afternoon,anomalous,778,snowy,2,,,,,,,,
USER020,2025-08-27 13:06:39.155,24,evening,normal,478,snowy,6,,,,,,,,
USER015,2025-02-08 14:16:02.571,20,evening,anomalous,630,snowy,4,,,,,,,,
USER003,2025-05-08 14:51:33.271,-13,evening,normal,987,snowy,1,,,,,,,,
USER019,2025-01-21 14:06:04.835,-46,evening,anomalous,600,cloudy,6,,,,,,,,
USER012,2025-06-10 12:53:38.426,-20,evening,anomalous,658,rainy,6,,,,,,,,
USER004,2025-06-07 18:39:04.372,-22,night,anomalous,784,snowy,0,,,,,,,,
USER012,2025-05-02 15:55:54.546,51,evening,normal,984,sunny,2,,,,,,,,
USER001,2025-02-14 02:07:29.382,1,morning,normal,815,cloudy,5,,,,,,,,
USER005,2025-08-01 07:09:28.641,-15,afternoon,anomalous,371,snowy,1,,,,,,,,
USER013,2025-01-28 16:31:04.302,54,night,anomalous,145,rainy,5,,,,,,,,
USER009,2025-07-27 20:21:12.841,18,night,anomalous,574,cloudy,0,,,,,,,,
USER017,2025-06-17 03:07:40.602,42,morning,anomalous,295,rainy,4,,,,,,,,
USER017,2025-08-19 11:58:05.059,-48,evening,anomalous,203,cloudy,3,,,,,,,,
USER008,2025-07-13 12:45:18.638,5,evening,normal,133,rainy,4,,,,,,,,
USER008,2025-06-14 11:07:47.656,-42,afternoon,anomalous,601,cloudy,4,,,,,,,,
USER017,2025-03-26 03:42:56.094,58,morning,anomalous,809,rainy,3,,,,,,,,
USER006,2025-07-06 18:43:00.549,48,night,normal,228,snowy,3,,,,,,,,
USER003,2025-10-16 12:45:31.607,2,evening,normal,74,snowy,6,,,,,,,,
USER009,2025-07-17 18:16:27.277,32,night,normal,730,sunny,3,,,,,,,,
USER002,2025-07-12 19:29:01.388,-28,night,normal,781,rainy,6,,,,,,,,
USER015,2025-06-28 05:23:04.752,-38,morning,anomalous,840,rainy,6,,,,,,,,
USER013,2025-12-04 21:35:24.355,-25,night,anomalous,890,cloudy,2,,,,,,,,
USER005,2025-04-22 04:12:22.889,2,morning,anomalous,631,rainy,1,,,,,,,,
USER019,2025-08-31 08:56:12.019,8,afternoon,normal,51,sunny,3,,,,,,,,
USER019,2025-01-22 06:21:38.441,-20,morning,normal,990,snowy,2,,,,,,,,
USER003,2025-12-04 10:46:50.364,47,afternoon,normal,176,snowy,2,,,,,,,,
USER011,2025-08-26 17:55:53.919,14,night,normal,430,sunny,1,,,,,,,,
USER009,2025-04-18 21:38:23.200,46,night,normal,744,snowy,0,,,,,,,,
USER010,2025-03-21 17:22:05.239,27,night,anomalous,245,rainy,6,,,,,,,,
USER006,2025-09-28 01:22:57.513,-23,morning,anomalous,999,snowy,3,,,,,,,,
USER017,2025-03-25 06:08:39.761,-31,morning,anomalous,167,sunny,0,,,,,,,,
USER002,2025-08-23 03:58:15.444,-45,morning,anomalous,856,sunny,4,,,,,,,,
USER016,2025-04-05 09:21:42.203,-28,afternoon,anomalous,549,cloudy,3,,,,,,,,
USER014,2025-04-12 20:49:04.664,33,night,anomalous,945,rainy,3,,,,,,,,
USER002,2025-04-26 13:49:01.516,59,evening,anomalous,966,rainy,2,,,,,,,,
USER017,2025-02-06 10:53:00.135,-38,afternoon,anomalous,54,sunny,2,,,,,,,,
USER001,2025-12-03 13:20:49.845,25,evening,anomalous,762,rainy,4,,,,,,,,
USER020,2025-01-19 10:10:35.853,-5,afternoon,anomalous,397,rainy,5,,,,,,,,
USER004,2025-05-09 10:08:13.181,-3,afternoon,normal,873,snowy,5,,,,,,,,
USER016,2025-05-26 14:53:49.326,44,evening,anomalous,871,snowy,0,,,,,,,,
USER011,2025-11-01 10:34:51.184,-48,afternoon,anomalous,373,snowy,2,,,,,,,,
USER014,2025-12-07 03:36:01.089,1,morning,anomalous,475,sunny,3,,,,,,,,
USER010,2025-10-14 10:15:23.385,37,afternoon,normal,11,cloudy,6,,,,,,,,
USER006,2025-04-17 10:21:41.958,41,afternoon,anomalous,191,snowy,1,,,,,,,,
USER018,2025-07-07 23:54:24.759,19,morning,normal,842,sunny,4,,,,,,,,
USER015,2025-09-09 15:08:37.788,-36,evening,normal,277,sunny,5,,,,,,,,
USER004,2025-07-22 04:23:01.582,26,morning,anomalous,552,rainy,3,,,,,,,,
USER006,2025-08-25 08:12:58.787,-18,afternoon,normal,151,rainy,1,,,,,,,,
USER020,2025-09-27 20:29:19.133,21,night,normal,702,snowy,6,,,,,,,,
USER018,2025-04-22 10:32:11.700,-14,afternoon,normal,387,sunny,1,,,,,,,,
USER017,2025-11-24 15:20:18.363,-18,evening,normal,810,cloudy,3,,,,,,,,
USER020,2025-09-16 07:56:30.243,21,afternoon,anomalous,870,cloudy,0,,,,,,,,
USER004,2025-10-05 08:11:55.394,-49,afternoon,anomalous,99,sunny,4,,,,,,,,
USER006,2025-01-22 05:23:03.589,34,morning,normal,422,snowy,4,,,,,,,,
USER015,2025-03-25 02:37:38.699,53,morning,anomalous,5,snowy,4,,,,,,,,
USER009,2025-07-08 11:27:39.244,3,afternoon,anomalous,556,rainy,3,,,,,,,,
USER007,2025-08-06 00:36:23.198,8,morning,normal,302,rainy,4,,,,,,,,
USER012,2025-02-19 14:04:44.608,40,evening,normal,721,sunny,3,,,,,,,,
USER006,2025-01-14 05:23:28.298,-25,morning,anomalous,676,cloudy,5,,,,,,,,
USER002,2025-01-21 07:47:35.062,37,afternoon,normal,788,cloudy,4,,,,,,,,
USER008,2025-10-05 18:49:24.085,36,night,normal,342,sunny,1,,,,,,,,
USER004,2025-11-04 16:05:54.598,-4,evening,normal,233,cloudy,1,,,,,,,,
USER002,2025-03-12 03:57:42.485,-19,morning,normal,659,cloudy,1,,,,,,,,
USER013,2025-05-05 23:29:08.187,53,night,normal,922,sunny,2,,,,,,,,
USER014,2025-04-23 12:53:25.760,-39,evening,normal,84,rainy,3,,,,,,,,
USER020,2025-04-30 21:56:48.977,-5,night,anomalous,600,sunny,5,,,,,,,,
USER016,2025-03-02 12:16:45.070,28,evening,anomalous,420,snowy,5,,,,,,,,
USER005,2025-02-04 20:31:15.674,23,night,normal,133,sunny,1,,,,,,,,
USER015,2025-03-16 00:53:22.892,-22,morning,anomalous,693,rainy,2,,,,,,,,
USER007,2025-01-08 21:30:24.290,26,night,anomalous,679,sunny,1,,,,,,,,
USER002,2025-01-14 09:05:01.557,-27,afternoon,anomalous,200,sunny,4,,,,,,,,
USER018,2025-10-26 22:26:31.128,-47,night,normal,688,sunny,4,,,,,,,,
USER020,2025-11-16 21:00:29.760,-33,night,normal,251,sunny,5,,,,,,,,
USER007,2025-01-19 13:02:10.417,55,evening,anomalous,55,sunny,1,,,,,,,,
USER012,2025-05-19 15:07:18.345,-8,evening,normal,399,rainy,2,,,,,,,,
USER017,2025-11-05 23:53:18.389,34,morning,normal,551,cloudy,2,,,,,,,,
USER017,2025-07-23 17:33:05.840,-31,night,anomalous,674,cloudy,3,,,,,,,,
USER018,2025-01-24 14:59:16.804,1,evening,normal,997,cloudy,4,,,,,,,,
USER010,2025-08-20 21:14:54.359,-25,night,normal,188,sunny,0,,,,,,,,
USER004,2025-02-25 16:42:21.947,-39,night,normal,834,rainy,2,,,,,,,,
USER013,2025-01-25 07:04:10.152,34,afternoon,anomalous,826,sunny,1,,,,,,,,
USER005,2025-09-20 21:08:38.535,5,night,anomalous,145,rainy,1,,,,,,,,
USER003,2025-09-06 15:34:10.051,-44,evening,normal,296,snowy,0,,,,,,,,
USER018,2025-05-21 07:14:31.535,-2,afternoon,normal,150,rainy,0,,,,,,,,
USER014,2025-06-07 11:07:30.131,-2,afternoon,normal,212,sunny,0,,,,,,,,
USER003,2025-06-16 12:47:05.287,57,evening,anomalous,481,sunny,2,,,,,,,,
USER001,2025-05-25 01:54:20.455,-5,morning,anomalous,475,sunny,2,,,,,,,,
USER019,2025-10-18 17:42:05.549,-14,night,normal,846,snowy,5,,,,,,,,
USER012,2025-08-23 16:34:54.142,28,night,anomalous,869,rainy,3,,,,,,,,
USER014,2025-09-10 10:42:54.402,-5,afternoon,normal,451,cloudy,6,,,,,,,,
USER018,2025-03-04 18:25:01.374,-40,night,normal,103,snowy,3,,,,,,,,
USER009,2025-12-03 13:29:40.880,-1,evening,normal,749,snowy,3,,,,,,,,
USER010,2025-08-30 15:11:36.984,12,evening,normal,96,cloudy,2,,,,,,,,
USER014,2025-09-11 00:40:05.544,23,morning,anomalous,215,cloudy,2,,,,,,,,
USER013,2025-06-19 04:01:00.342,24,morning,normal,810,snowy,2,,,,,,,,
USER008,2025-11-07 10:55:20.800,-48,afternoon,anomalous,367,rainy,6,,,,,,,,
USER002,2025-12-11 08:33:23.068,-45,afternoon,normal,710,cloudy,4,,,,,,,,
USER013,2025-12-06 12:16:17.849,-40,evening,normal,716,rainy,4,,,,,,,,
USER015,2025-07-07 06:16:25.883,-33,morning,normal,859,sunny,6,,,,,,,,
USER002,2025-11-06 07:11:51.876,24,afternoon,anomalous,610,cloudy,2,,,,,,,,
USER006,2025-08-08 02:02:43.530,23,morning,normal,729,rainy,2,,,,,,,,
USER008,2025-09-23 21:56:27.270,22,night,anomalous,261,cloudy,5,,,,,,,,
USER019,2025-11-13 22:18:34.871,-48,night,normal,409,snowy,0,,,,,,,,
USER017,2025-09-23 11:27:35.040,10,afternoon,anomalous,361,sunny,5,,,,,,,,
USER011,2025-03-10 21:01:06.476,58,night,normal,816,cloudy,3,,,,,,,,
USER008,2025-07-12 03:22:26.823,26,morning,anomalous,457,sunny,1,,,,,,,,
USER003,2025-11-02 07:00:40.583,-2,afternoon,anomalous,155,rainy,4,,,,,,,,
USER017,2025-04-19 00:48:18.012,13,morning,normal,592,snowy,5,,,,,,,,
USER003,2025-11-25 03:07:19.634,5,morning,anomalous,755,snowy,2,,,,,,,,
USER017,2025-11-27 16:35:38.950,-27,night,normal,993,sunny,5,,,,,,,,
USER013,2025-10-24 22:34:51.902,19,night,anomalous,795,sunny,5,,,,,,,,
USER007,2025-12-10 07:45:17.797,-44,afternoon,anomalous,731,sunny,4,,,,,,,,
USER006,2025-09-26 05:55:45.000,-39,morning,normal,514,cloudy,2,,,,,,,,
USER004,2025-09-06 04:45:58.325,-45,morning,anomalous,233,cloudy,0,,,,,,,,
USER006,2025-05-19 04:29:05.904,27,morning,normal,470,sunny,1,,,,,,,,
USER004,2025-12-20 09:27:46.325,-23,afternoon,normal,989,snowy,5,,,,,,,,
USER007,2025-02-28 04:27:11.796,32,morning,anomalous,573,rainy,5,,,,,,,,
USER020,2025-10-24 16:22:20.504,25,evening,anomalous,793,rainy,6,,,,,,,,
USER014,2025-01-30 12:20:20.155,41,evening,anomalous,781,cloudy,3,,,,,,,,
USER001,2025-03-20 16:18:12.262,-42,evening,normal,780,snowy,0,,,,,,,,
USER019,2025-11-23 15:44:52.181,14,evening,normal,877,sunny,5,,,,,,,,
USER003,2025-09-10 13:03:32.028,-35,evening,normal,621,cloudy,5,,,,,,,,
USER013,2025-08-30 18:57:15.625,42,night,normal,836,snowy,5,,,,,,,,
USER020,2025-03-20 18:40:55.759,-29,night,normal,36,snowy,2,,,,,,,,
USER012,2025-03-14 01:22:04.722,-10,morning,normal,605,cloudy,4,,,,,,,,
USER011,2025-07-14 18:11:03.022,18,night,normal,590,rainy,6,,,,,,,,
USER011,2025-12-07 12:55:11.061,2,evening,anomalous,323,rainy,4,,,,,,,,
USER013,2025-05-15 16:35:55.647,53,night,anomalous,351,snowy,5,,,,,,,,
USER018,2025-10-30 04:16:45.652,38,morning,normal,651,snowy,4,,,,,,,,
USER012,2025-04-10 16:35:50.888,38,night,anomalous,976,snowy,4,,,,,,,,
USER006,2025-07-27 09:14:01.249,-4,afternoon,normal,256,sunny,1,,,,,,,,
USER014,2025-04-06 13:48:44.616,-43,evening,anomalous,73,sunny,6,,,,,,,,
USER015,2025-02-27 14:54:19.898,35,evening,normal,471,rainy,4,,,,,,,,
USER007,2025-05-06 06:34:21.057,35,afternoon,anomalous,541,cloudy,4,,,,,,,,
USER011,2025-04-27 13:27:09.498,10,evening,normal,631,sunny,2,,,,,,,,
USER011,2025-02-07 00:48:29.438,-43,morning,anomalous,230,rainy,6,,,,,,,,
USER004,2025-07-17 18:53:02.567,-42,night,anomalous,155,snowy,3,,,,,,,,
USER004,2025-02-26 02:39:12.995,-39,morning,normal,325,cloudy,6,,,,,,,,
USER019,2025-03-10 07:36:00.686,12,afternoon,normal,498,rainy,3,,,,,,,,
USER001,2025-01-24 07:25:49.656,41,afternoon,normal,239,cloudy,4,,,,,,,,
USER006,2025-08-11 14:30:46.661,-15,evening,anomalous,289,sunny,2,,,,,,,,
USER008,2025-05-26 14:38:15.209,36,evening,anomalous,845,snowy,6,,,,,,,,
USER015,2025-05-11 00:59:20.805,13,morning,anomalous,240,cloudy,5,,,,,,,,
USER009,2025-01-30 13:52:40.673,-7,evening,normal,700,sunny,4,,,,,,,,
USER014,2025-08-31 04:03:19.536,0,morning,anomalous,122,snowy,5,,,,,,,,
USER004,2025-10-17 11:49:56.952,33,evening,normal,589,sunny,3,,,,,,,,
USER014,2025-04-20 11:23:01.931,23,afternoon,normal,850,snowy,1,,,,,,,,
USER004,2025-01-07 03:14:01.656,0,morning,normal,50,cloudy,5,,,,,,,,
USER011,2025-05-28 07:05:19.430,18,afternoon,normal,827,rainy,3,,,,,,,,
USER012,2025-07-27 19:47:35.743,49,night,anomalous,585,cloudy,1,,,,,,,,
USER001,2025-06-24 08:56:51.918,-47,afternoon,normal,480,snowy,3,,,,,,,,
USER013,2025-06-22 05:20:21.034,-23,morning,normal,210,cloudy,2,,,,,,,,
USER017,2025-12-25 12:31:44.437,50,evening,normal,323,cloudy,4,,,,,,,,
USER013,2025-11-24 02:24:17.931,-6,morning,anomalous,95,cloudy,4,,,,,,,,
USER019,2025-10-09 17:11:15.650,0,night,normal,48,snowy,3,,,,,,,,
USER020,2025-01-17 14:41:24.270,48,evening,anomalous,583,sunny,0,,,,,,,,
USER016,2025-12-07 04:35:06.320,47,morning,anomalous,686,cloudy,1,,,,,,,,
USER003,2025-02-24 03:41:59.922,29,morning,normal,536,snowy,5,,,,,,,,
USER014,2025-09-28 10:11:04.180,-25,afternoon,normal,456,cloudy,1,,,,,,,,
USER002,2025-07-24 20:19:20.259,46,night,normal,780,snowy,4,,,,,,,,
USER009,2025-08-14 18:53:03.117,56,night,normal,451,snowy,4,,,,,,,,
USER003,2025-06-24 13:00:11.750,0,evening,anomalous,357,snowy,6,,,,,,,,
USER006,2025-10-11 02:23:41.305,17,morning,anomalous,788,sunny,1,,,,,,,,
USER004,2025-04-05 06:11:50.043,-25,morning,anomalous,958,cloudy,3,,,,,,,,
USER020,2025-01-04 00:53:48.613,25,morning,anomalous,811,snowy,3,,,,,,,,
USER018,2025-10-30 13:38:46.564,14,evening,anomalous,308,cloudy,4,,,,,,,,
USER002,2025-05-19 05:40:20.089,-27,morning,normal,77,rainy,1,,,,,,,,
USER018,2025-07-20 06:57:35.945,-38,afternoon,normal,471,snowy,1,,,,,,,,
USER010,2025-03-14 17:33:34.445,-19,night,normal,984,sunny,5,,,,,,,,
USER019,2025-07-31 14:35:14.697,34,evening,normal,412,rainy,5,,,,,,,,
USER005,2025-06-16 13:46:29.861,24,evening,normal,554,rainy,1,,,,,,,,
USER005,2025-08-24 19:50:04.758,21,night,anomalous,810,snowy,4,,,,,,,,
USER007,2025-12-03 11:38:45.927,-21,evening,anomalous,711,snowy,1,,,,,,,,
USER004,2025-01-02 13:19:55.422,2,evening,anomalous,252,rainy,5,,,,,,,,
USER017,2025-12-26 03:46:36.244,10,morning,normal,287,snowy,1,,,,,,,,
USER004,2025-08-10 22:15:42.457,20,night,anomalous,769,rainy,2,,,,,,,,
USER017,2025-08-23 18:46:36.382,36,night,normal,879,cloudy,4,,,,,,,,
USER009,2025-02-25 10:12:40.639,17,afternoon,normal,356,rainy,2,,,,,,,,
USER009,2025-03-23 19:58:36.084,55,night,anomalous,328,snowy,5,,,,,,,,
USER017,2025-02-06 14:16:25.074,-38,evening,anomalous,446,rainy,2,,,,,,,,
USER016,2025-10-25 21:31:16.261,38,night,normal,517,rainy,6,,,,,,,,
USER013,2025-06-02 07:49:05.237,-17,afternoon,normal,456,cloudy,1,,,,,,,,
USER014,2025-02-06 08:25:04.644,-42,afternoon,anomalous,745,snowy,4,,,,,,,,
USER015,2025-03-18 08:01:25.236,-22,afternoon,normal,464,sunny,0,,,,,,,,
USER018,2025-06-25 07:25:01.735,-20,afternoon,normal,616,cloudy,3,,,,,,,,
USER013,2025-08-26 04:52:07.666,-2,morning,anomalous,301,snowy,1,,,,,,,,
USER019,2025-12-28 23:53:28.585,-21,morning,normal,99,cloudy,0,,,,,,,,
USER001,2025-08-12 15:31:00.858,48,evening,anomalous,818,sunny,1,,,,,,,,
USER001,2025-01-08 08:21:28.229,-30,afternoon,normal,120,rainy,5,,,,,,,,
USER018,2025-03-09 18:42:50.469,4,night,normal,791,cloudy,5,,,,,,,,
USER017,2025-05-06 12:45:19.076,15,evening,anomalous,113,snowy,4,,,,,,,,
USER006,2025-04-02 02:38:05.614,-29,morning,normal,373,rainy,1,,,,,,,,
USER005,2025-10-13 22:57:51.617,-29,night,normal,842,rainy,2,,,,,,,,
USER005,2025-06-15 02:04:55.322,2,morning,normal,486,cloudy,3,,,,,,,,
USER020,2025-07-06 22:26:42.225,46,night,normal,275,rainy,2,,,,,,,,
USER018,2025-09-24 07:00:10.851,39,afternoon,anomalous,590,cloudy,6,,,,,,,,
USER018,2025-09-11 20:25:43.938,43,night,normal,827,rainy,5,,,,,,,,
USER011,2025-04-28 17:39:20.946,53,night,normal,426,rainy,4,,,,,,,,
USER006,2025-07-26 20:47:25.614,-37,night,anomalous,792,sunny,3,,,,,,,,
USER018,2025-07-09 15:09:17.768,11,evening,anomalous,895,rainy,4,,,,,,,,
USER004,2025-08-22 16:17:41.957,-44,evening,anomalous,203,cloudy,3,,,,,,,,
USER007,2025-01-14 12:37:01.172,34,evening,normal,537,cloudy,4,,,,,,,,
USER010,2025-08-07 10:15:42.873,8,afternoon,anomalous,755,sunny,1,,,,,,,,
USER002,2025-08-15 19:19:34.456,-10,night,anomalous,140,cloudy,1,,,,,,,,
USER009,2025-02-01 07:19:04.254,-1,afternoon,normal,403,snowy,4,,,,,,,,
USER012,2025-11-01 22:28:39.274,-43,night,normal,345,cloudy,2,,,,,,,,
USER007,2025-03-29 17:46:20.821,-39,night,normal,956,rainy,0,,,,,,,,
USER002,2025-11-29 05:08:36.970,4,morning,normal,705,rainy,2,,,,,,,,
USER008,2025-11-28 04:42:54.713,14,morning,normal,757,cloudy,4,,,,,,,,
USER017,2025-08-03 20:20:10.178,-35,night,normal,153,cloudy,0,,,,,,,,
USER011,2025-07-27 16:58:09.667,-22,night,anomalous,610,rainy,0,,,,,,,,
USER018,2025-10-19 23:44:33.221,3,morning,normal,980,cloudy,3,,,,,,,,
USER016,2025-02-17 02:08:11.736,-2,morning,anomalous,674,sunny,3,,,,,,,,
USER002,2025-10-19 04:11:49.436,21,morning,anomalous,735,sunny,1,,,,,,,,
USER011,2025-10-22 18:57:01.302,45,night,normal,300,sunny,3,,,,,,,,
USER003,2025-01-15 18:45:08.172,7,night,anomalous,662,rainy,5,,,,,,,,
USER012,2025-01-01 20:27:57.588,-38,night,anomalous,672,snowy,5,,,,,,,,
USER018,2025-05-01 19:05:46.850,-39,night,anomalous,482,rainy,6,,,,,,,,
USER013,2025-01-28 17:39:40.860,30,night,normal,815,cloudy,3,,,,,,,,
USER002,2025-09-19 18:07:47.870,47,night,normal,908,snowy,1,,,,,,,,
USER004,2025-05-30 12:04:43.120,-24,evening,normal,291,cloudy,3,,,,,,,,
USER014,2025-05-17 23:07:37.153,55,night,anomalous,720,sunny,6,,,,,,,,
USER006,2025-08-04 02:06:04.632,27,morning,normal,883,cloudy,5,,,,,,,,
USER017,2025-08-06 02:48:26.572,24,morning,normal,657,rainy,6,,,,,,,,
USER018,2025-11-07 20:27:47.636,32,night,normal,127,cloudy,5,,,,,,,,
USER018,2025-05-07 20:31:55.714,46,night,anomalous,820,sunny,0,,,,,,,,
USER019,2025-11-10 20:09:19.185,12,night,normal,529,cloudy,4,,,,,,,,
USER014,2025-12-29 12:46:11.438,40,evening,normal,402,rainy,6,,,,,,,,
USER005,2025-05-15 01:09:29.333,18,morning,anomalous,541,cloudy,4,,,,,,,,
USER015,2025-05-13 20:48:33.262,-10,night,normal,716,cloudy,4,,,,,,,,
USER006,2025-04-14 08:00:34.991,37,afternoon,anomalous,828,snowy,6,,,,,,,,
USER007,2025-03-27 23:32:33.680,-49,morning,anomalous,566,cloudy,5,,,,,,,,
USER019,2025-06-30 05:47:23.526,13,morning,anomalous,175,sunny,2,,,,,,,,
USER011,2025-04-28 05:56:19.909,-35,morning,anomalous,298,rainy,6,,,,,,,,
USER019,2025-01-06 14:56:30.048,16,evening,anomalous,183,snowy,1,,,,,,,,
USER011,2025-07-20 10:17:57.966,-47,afternoon,normal,342,rainy,6,,,,,,,,
USER009,2025-02-27 12:07:32.033,-18,evening,normal,435,rainy,6,,,,,,,,
USER003,2025-01-18 07:00:52.346,22,afternoon,anomalous,716,cloudy,5,,,,,,,,
USER003,2025-01-27 16:16:27.829,57,evening,anomalous,323,rainy,5,,,,,,,,
USER004,2025-03-30 03:51:38.765,-34,morning,anomalous,337,rainy,6,,,,,,,,
USER008,2025-04-06 03:03:52.727,3,morning,anomalous,128,cloudy,1,,,,,,,,
USER014,2025-05-28 17:06:10.657,4,night,anomalous,27,snowy,4,,,,,,,,
USER007,2025-06-02 00:33:55.853,7,morning,normal,66,cloudy,4,,,,,,,,
USER011,2025-05-02 09:05:06.940,49,afternoon,anomalous,811,cloudy,5,,,,,,,,
USER007,2025-12-18 08:55:58.155,46,afternoon,anomalous,657,rainy,6,,,,,,,,
USER005,2025-07-01 03:36:32.467,23,morning,normal,970,sunny,6,,,,,,,,
USER019,2025-06-11 08:54:09.375,-32,afternoon,normal,118,cloudy,6,,,,,,,,
USER014,2025-01-06 21:53:39.141,-43,night,normal,268,rainy,6,,,,,,,,
USER010,2025-01-14 01:55:17.263,-45,morning,normal,437,snowy,2,,,,,,,,
USER003,2025-04-12 16:29:18.405,-24,evening,anomalous,747,rainy,2,,,,,,,,
USER008,2025-08-31 01:50:24.138,43,morning,normal,208,snowy,4,,,,,,,,
USER020,2025-11-12 02:13:30.936,-15,morning,anomalous,962,rainy,6,,,,,,,,
USER007,2025-12-19 12:40:22.076,6,evening,anomalous,514,cloudy,3,,,,,,,,
USER016,2025-12-09 12:44:43.174,39,evening,anomalous,547,snowy,2,,,,,,,,
USER002,2025-11-05 18:21:37.751,40,night,normal,30,sunny,2,,,,,,,,
USER018,2025-07-23 22:11:33.674,-7,night,normal,118,rainy,6,,,,,,,,
USER013,2025-02-08 09:36:20.968,-44,afternoon,normal,290,sunny,3,,,,,,,,
USER005,2025-08-05 19:48:48.657,-38,night,normal,389,sunny,5,,,,,,,,
USER020,2025-11-18 21:23:57.684,47,night,anomalous,831,snowy,1,,,,,,,,
USER016,2025-11-30 19:12:29.641,17,night,anomalous,674,rainy,5,,,,,,,,
USER002,2025-01-09 09:39:42.661,-50,afternoon,normal,767,sunny,5,,,,,,,,
