user_id,timestamp,temperature,day_of_week,time_of_the_day,weather_conditions,behaviour,frequency_crossing
USER009,2025-12-03 13:29:40.880,-1,3,evening,rainy,normal,749
USER010,2025-08-30 15:11:36.984,12,6,evening,cloudy,normal,96
USER014,2025-09-11 00:40:05.544,23,4,morning,cloudy,anomalous,215
USER013,2025-06-19 04:01:00.342,24,4,morning,rainy,normal,810
USER008,2025-11-07 10:55:20.800,-48,5,afternoon,cloudy,anomalous,367
USER002,2025-12-11 08:33:23.068,-45,4,afternoon,cloudy,normal,710
USER013,2025-12-06 12:16:17.849,-40,6,evening,snowy,normal,716
USER015,2025-07-07 06:16:25.883,-33,1,morning,cloudy,normal,859
USER002,2025-11-06 07:11:51.876,24,4,afternoon,cloudy,anomalous,610
USER006,2025-08-08 02:02:43.530,23,5,morning,sunny,normal,729
USER008,2025-09-23 21:56:27.270,22,3,night,snowy,anomalous,261
USER019,2025-11-13 22:18:34.871,-48,5,night,rainy,normal,409
USER017,2025-09-23 11:27:35.040,10,2,afternoon,sunny,anomalous,361
USER011,2025-03-10 21:01:06.476,58,2,night,snowy,normal,816
USER008,2025-07-12 03:22:26.823,26,6,morning,rainy,anomalous,457
USER003,2025-11-02 07:00:40.583,-2,0,afternoon,rainy,anomalous,155
USER017,2025-04-19 00:48:18.012,13,6,morning,cloudy,normal,592
USER003,2025-11-25 03:07:19.634,5,2,morning,rainy,anomalous,755
USER017,2025-11-27 16:35:38.950,-27,4,night,sunny,normal,993
USER013,2025-10-24 22:34:51.902,19,6,night,cloudy,anomalous,795
USER007,2025-12-10 07:45:17.797,-44,3,afternoon,rainy,anomalous,731
USER006,2025-09-26 05:55:45.000,-39,5,morning,rainy,normal,514
USER004,2025-09-06 04:45:58.325,-45,6,morning,sunny,anomalous,233
USER006,2025-05-19 04:29:05.904,27,1,morning,rainy,normal,470
USER004,2025-12-20 09:27:46.325,-23,6,afternoon,rainy,normal,989
USER007,2025-02-28 04:27:11.796,32,5,morning,snowy,anomalous,573
USER020,2025-10-24 16:22:20.504,25,5,evening,sunny,anomalous,793
USER014,2025-01-30 12:20:20.155,41,4,evening,snowy,anomalous,781
USER001,2025-03-20 16:18:12.262,-42,4,evening,cloudy,normal,780
USER019,2025-11-23 15:44:52.181,14,0,evening,rainy,normal,877
USER003,2025-09-10 13:03:32.028,-35,3,evening,snowy,normal,621
USER013,2025-08-30 18:57:15.625,42,0,night,rainy,normal,836
USER020,2025-03-20 18:40:55.759,-29,5,night,cloudy,normal,36
USER012,2025-03-14 01:22:04.722,-10,5,morning,sunny,normal,605
USER011,2025-07-14 18:11:03.022,18,1,night,cloudy,normal,590
USER011,2025-12-07 12:55:11.061,2,0,evening,snowy,anomalous,323
USER013,2025-05-15 16:35:55.647,53,4,night,snowy,anomalous,351
USER018,2025-10-30 04:16:45.652,38,4,morning,snowy,normal,651
USER012,2025-04-10 16:35:50.888,38,4,night,rainy,anomalous,976
USER006,2025-07-27 09:14:01.249,-4,0,afternoon,rainy,normal,256
USER014,2025-04-06 13:48:44.616,-43,0,evening,sunny,anomalous,73
USER015,2025-02-27 14:54:19.898,35,4,evening,cloudy,normal,471
USER007,2025-05-06 06:34:21.057,35,2,afternoon,sunny,anomalous,541
USER011,2025-04-27 13:27:09.498,10,0,evening,cloudy,normal,631
USER011,2025-02-07 00:48:29.438,-43,5,morning,sunny,anomalous,230
USER004,2025-07-17 18:53:02.567,-42,5,night,sunny,anomalous,155
USER004,2025-02-26 02:39:12.995,-39,3,morning,cloudy,normal,325
USER019,2025-03-10 07:36:00.686,12,1,afternoon,cloudy,normal,498
USER001,2025-01-24 07:25:49.656,41,5,afternoon,rainy,normal,239
USER006,2025-08-11 14:30:46.661,-15,1,evening,snowy,anomalous,289
USER008,2025-05-26 14:38:15.209,36,1,evening,sunny,anomalous,845
USER015,2025-05-11 00:59:20.805,13,0,morning,snowy,anomalous,240
USER009,2025-01-30 13:52:40.673,-7,4,evening,rainy,normal,700
USER014,2025-08-31 04:03:19.536,0,0,morning,cloudy,anomalous,122
USER004,2025-10-17 11:49:56.952,33,5,evening,cloudy,normal,589
USER014,2025-04-20 11:23:01.931,23,0,afternoon,sunny,normal,850
USER004,2025-01-07 03:14:01.656,0,2,morning,snowy,normal,50
USER011,2025-05-28 07:05:19.430,18,3,afternoon,rainy,normal,827
USER012,2025-07-27 19:47:35.743,49,1,night,sunny,anomalous,585
USER001,2025-06-24 08:56:51.918,-47,2,afternoon,cloudy,normal,480
USER013,2025-06-22 05:20:21.034,-23,0,morning,snowy,normal,210
USER017,2025-12-25 12:31:44.437,50,4,evening,cloudy,normal,323
USER013,2025-11-24 02:24:17.931,-6,1,morning,snowy,anomalous,95
USER019,2025-10-09 17:11:15.650,0,4,night,cloudy,normal,48
USER020,2025-01-17 14:41:24.270,48,5,evening,rainy,anomalous,583
USER016,2025-12-07 04:35:06.320,47,0,morning,sunny,anomalous,686
USER003,2025-02-24 03:41:59.922,29,1,morning,snowy,normal,536
USER014,2025-09-28 10:11:04.180,-25,0,afternoon,snowy,normal,456
USER002,2025-07-24 20:19:20.259,46,5,night,snowy,normal,780
USER009,2025-08-14 18:53:03.117,56,5,night,sunny,normal,451
USER003,2025-06-24 13:00:11.750,0,2,evening,snowy,anomalous,357
USER006,2025-10-11 02:23:41.305,17,6,morning,sunny,anomalous,788
USER004,2025-04-05 06:11:50.043,-25,6,morning,snowy,anomalous,958
USER020,2025-01-04 00:53:48.613,25,6,morning,rainy,anomalous,811
USER018,2025-10-30 13:38:46.564,14,4,evening,snowy,anomalous,308
USER002,2025-05-19 05:40:20.089,-27,1,morning,cloudy,normal,77
USER018,2025-07-20 06:57:35.945,-38,0,afternoon,cloudy,normal,471
USER010,2025-03-14 17:33:34.445,-19,5,night,sunny,normal,984
USER019,2025-07-31 14:35:14.697,34,4,evening,snowy,normal,412
USER005,2025-06-16 13:46:29.861,24,1,evening,cloudy,normal,554
USER005,2025-08-24 19:50:04.758,21,1,night,snowy,anomalous,810
USER007,2025-12-03 11:38:45.927,-21,3,evening,snowy,anomalous,711
USER004,2025-01-02 13:19:55.422,2,4,evening,snowy,anomalous,252
USER017,2025-12-26 03:46:36.244,10,5,morning,sunny,normal,287
USER004,2025-08-10 22:15:42.457,20,1,night,rainy,anomalous,769
USER017,2025-08-23 18:46:36.382,36,0,night,cloudy,normal,879
USER009,2025-02-25 10:12:40.639,17,2,afternoon,snowy,normal,356
USER009,2025-03-23 19:58:36.084,55,1,night,snowy,anomalous,328
USER017,2025-02-06 14:16:25.074,-38,4,evening,rainy,anomalous,446
USER016,2025-10-25 21:31:16.261,38,0,night,rainy,normal,517
USER013,2025-06-02 07:49:05.237,-17,1,afternoon,snowy,normal,456
USER014,2025-02-06 08:25:04.644,-42,4,afternoon,cloudy,anomalous,745
USER015,2025-03-18 08:01:25.236,-22,2,afternoon,snowy,normal,464
USER018,2025-06-25 07:25:01.735,-20,3,afternoon,rainy,normal,616
USER013,2025-08-26 04:52:07.666,-2,2,morning,rainy,anomalous,301
USER019,2025-12-28 23:53:28.585,-21,1,morning,rainy,normal,99
USER001,2025-08-12 15:31:00.858,48,2,evening,sunny,anomalous,818
USER001,2025-01-08 08:21:28.229,-30,3,afternoon,snowy,normal,120
USER018,2025-03-09 18:42:50.469,4,1,night,cloudy,normal,791
USER017,2025-05-06 12:45:19.076,15,2,evening,sunny,anomalous,113
USER006,2025-04-02 02:38:05.614,-29,3,morning,rainy,normal,373
USER005,2025-10-13 22:57:51.617,-29,2,night,rainy,normal,842
USER005,2025-06-15 02:04:55.322,2,0,morning,cloudy,normal,486
USER020,2025-07-06 22:26:42.225,46,1,night,rainy,normal,275
USER018,2025-09-24 07:00:10.851,39,3,afternoon,snowy,anomalous,590
USER018,2025-09-11 20:25:43.938,43,5,night,rainy,normal,827
USER011,2025-04-28 17:39:20.946,53,1,night,snowy,normal,426
USER006,2025-07-26 20:47:25.614,-37,0,night,rainy,anomalous,792
USER018,2025-07-09 15:09:17.768,11,3,evening,rainy,anomalous,895
USER004,2025-08-22 16:17:41.957,-44,5,evening,cloudy,anomalous,203
USER007,2025-01-14 12:37:01.172,34,2,evening,snowy,normal,537
USER010,2025-08-07 10:15:42.873,8,4,afternoon,snowy,anomalous,755
USER002,2025-08-15 19:19:34.456,-10,6,night,snowy,anomalous,140
USER009,2025-02-01 07:19:04.254,-1,6,afternoon,snowy,normal,403
USER012,2025-11-01 22:28:39.274,-43,0,night,cloudy,normal,345
USER007,2025-03-29 17:46:20.821,-39,6,night,rainy,normal,956
USER002,2025-11-29 05:08:36.970,4,6,morning,cloudy,normal,705
USER008,2025-11-28 04:42:54.713,14,5,morning,rainy,normal,757
USER017,2025-08-03 20:20:10.178,-35,1,night,rainy,normal,153
USER011,2025-07-27 16:58:09.667,-22,0,night,cloudy,anomalous,610
USER018,2025-10-19 23:44:33.221,3,1,morning,sunny,normal,980
USER016,2025-02-17 02:08:11.736,-2,1,morning,sunny,anomalous,674
USER002,2025-10-19 04:11:49.436,21,0,morning,snowy,anomalous,735
USER011,2025-10-22 18:57:01.302,45,4,night,sunny,normal,300
USER003,2025-01-15 18:45:08.172,7,4,night,snowy,anomalous,662
USER012,2025-01-01 20:27:57.588,-38,4,night,snowy,anomalous,672
USER018,2025-05-01 19:05:46.850,-39,5,night,cloudy,anomalous,482
USER013,2025-01-28 17:39:40.860,30,2,night,sunny,normal,815
USER002,2025-09-19 18:07:47.870,47,5,night,snowy,normal,908
USER004,2025-05-30 12:04:43.120,-24,5,evening,snowy,normal,291
USER014,2025-05-17 23:07:37.153,55,0,night,rainy,anomalous,720
USER006,2025-08-04 02:06:04.632,27,1,morning,rainy,normal,883
USER017,2025-08-06 02:48:26.572,24,3,morning,cloudy,normal,657
USER018,2025-11-07 20:27:47.636,32,6,night,sunny,normal,127
USER018,2025-05-07 20:31:55.714,46,4,night,snowy,anomalous,820
USER019,2025-11-10 20:09:19.185,12,2,night,rainy,normal,529
USER014,2025-12-29 12:46:11.438,40,1,evening,cloudy,normal,402
USER005,2025-05-15 01:09:29.333,18,4,morning,rainy,anomalous,541
USER015,2025-05-13 20:48:33.262,-10,3,night,cloudy,normal,716
USER006,2025-04-14 08:00:34.991,37,1,afternoon,snowy,anomalous,828
USER007,2025-03-27 23:32:33.680,-49,5,morning,snowy,anomalous,566
USER019,2025-06-30 05:47:23.526,13,1,morning,cloudy,anomalous,175
USER011,2025-04-28 05:56:19.909,-35,1,morning,rainy,anomalous,298
USER019,2025-01-06 14:56:30.048,16,1,evening,cloudy,anomalous,183
USER011,2025-07-20 10:17:57.966,-47,0,afternoon,snowy,normal,342
USER009,2025-02-27 12:07:32.033,-18,4,evening,cloudy,normal,435
USER003,2025-01-18 07:00:52.346,22,6,afternoon,snowy,anomalous,716
USER003,2025-01-27 16:16:27.829,57,1,evening,snowy,anomalous,323
USER004,2025-03-30 03:51:38.765,-34,0,morning,rainy,anomalous,337
USER008,2025-04-06 03:03:52.727,3,0,morning,sunny,anomalous,128
USER014,2025-05-28 17:06:10.657,4,3,night,rainy,anomalous,27
USER007,2025-06-02 00:33:55.853,7,1,morning,sunny,normal,66
USER011,2025-05-02 09:05:06.940,49,5,afternoon,snowy,anomalous,811
USER007,2025-12-18 08:55:58.155,46,4,afternoon,rainy,anomalous,657
USER005,2025-07-01 03:36:32.467,23,2,morning,rainy,normal,970
USER019,2025-06-11 08:54:09.375,-32,3,afternoon,rainy,normal,118
USER014,2025-01-06 21:53:39.141,-43,2,night,snowy,normal,268
USER010,2025-01-14 01:55:17.263,-45,2,morning,cloudy,normal,437
USER003,2025-04-12 16:29:18.405,-24,6,evening,snowy,anomalous,747
USER008,2025-08-31 01:50:24.138,43,0,morning,cloudy,normal,208
USER020,2025-11-12 02:13:30.936,-15,3,morning,cloudy,anomalous,962
USER007,2025-12-19 12:40:22.076,6,5,evening,snowy,anomalous,514
USER016,2025-12-09 12:44:43.174,39,2,evening,sunny,anomalous,547
USER002,2025-11-05 18:21:37.751,40,3,night,cloudy,normal,30
USER018,2025-07-23 22:11:33.674,-7,4,night,snowy,normal,118
USER013,2025-02-08 09:36:20.968,-44,6,afternoon,rainy,normal,290
USER005,2025-08-05 19:48:48.657,-38,3,night,cloudy,normal,389
USER020,2025-11-18 21:23:57.684,47,3,night,cloudy,anomalous,831
USER016,2025-11-30 19:12:29.641,17,1,night,snowy,anomalous,674
USER002,2025-01-09 09:39:42.661,-50,4,afternoon,snowy,normal,767
USER019,2025-01-18 00:03:31.851,25,6,morning,snowy,anomalous,856
USER008,2025-04-25 13:27:45.997,56,5,evening,cloudy,normal,487
USER001,2025-11-29 02:04:00.563,-31,6,morning,sunny,normal,648
USER018,2025-08-19 20:42:42.398,-1,3,night,rainy,normal,8
USER003,2025-10-20 22:32:51.188,21,2,night,snowy,anomalous,526
USER018,2025-09-01 08:29:47.177,-29,1,afternoon,sunny,anomalous,596
USER008,2025-06-25 04:16:29.601,22,3,morning,rainy,normal,848
USER014,2025-07-10 06:52:04.946,57,4,afternoon,rainy,normal,95
USER005,2025-10-19 09:17:39.259,55,0,afternoon,cloudy,normal,723
USER001,2025-08-15 11:23:29.692,-49,5,afternoon,cloudy,anomalous,245
USER012,2025-02-14 05:15:44.585,17,5,morning,cloudy,normal,370
USER011,2025-04-28 18:26:22.201,9,1,night,rainy,normal,133
USER004,2025-01-04 17:47:07.481,13,6,night,sunny,normal,465
USER001,2025-02-16 21:19:13.206,-12,1,night,snowy,anomalous,516
USER003,2025-03-24 14:00:41.136,-39,1,evening,snowy,anomalous,789
USER018,2025-10-03 23:02:38.478,-22,6,night,snowy,anomalous,217
USER008,2025-09-02 08:34:56.811,-5,2,afternoon,rainy,normal,943
USER019,2025-02-13 20:21:23.658,-8,5,night,cloudy,anomalous,897
USER011,2025-03-16 09:09:55.620,24,0,afternoon,rainy,anomalous,465
USER012,2025-06-08 18:14:53.586,-42,0,night,snowy,normal,271
USER013,2025-02-05 11:07:27.087,-3,3,afternoon,sunny,anomalous,554
USER017,2025-09-18 18:00:33.216,-32,4,night,cloudy,normal,495
USER004,2025-04-18 07:25:46.353,16,5,afternoon,snowy,anomalous,254
USER003,2025-10-26 16:24:33.859,8,0,evening,rainy,anomalous,114
USER012,2025-06-27 23:56:50.529,-50,6,morning,rainy,anomalous,897
USER016,2025-07-09 07:50:54.047,-9,3,afternoon,rainy,anomalous,103
USER004,2025-12-03 06:14:33.547,22,3,morning,snowy,anomalous,446
USER013,2025-03-17 10:39:05.162,8,1,afternoon,cloudy,normal,18
USER003,2025-08-21 07:54:23.753,32,4,afternoon,cloudy,normal,480
USER012,2025-01-23 14:12:10.471,-12,4,evening,rainy,anomalous,944
USER016,2025-12-30 03:26:06.062,-46,2,morning,cloudy,normal,787
USER010,2025-02-14 01:12:51.842,27,5,morning,cloudy,anomalous,433
USER015,2025-11-30 09:54:35.010,-23,0,afternoon,sunny,normal,773
USER002,2025-02-13 01:29:43.124,25,4,morning,rainy,normal,136
USER008,2025-05-04 05:43:32.628,37,0,morning,rainy,normal,118
USER007,2025-09-22 13:10:05.959,30,1,evening,sunny,anomalous,604
USER016,2025-01-14 06:09:40.302,20,2,morning,rainy,normal,174
USER020,2025-11-15 20:48:41.872,-7,0,night,cloudy,anomalous,738
USER007,2025-08-02 16:16:38.402,-1,6,evening,snowy,normal,157
USER002,2025-03-02 07:17:10.458,-38,0,afternoon,rainy,anomalous,968
USER006,2025-07-29 14:15:14.747,-46,2,evening,rainy,normal,928
USER002,2025-10-15 09:45:34.132,2,3,afternoon,sunny,anomalous,140
USER018,2025-02-26 09:45:16.882,-47,3,afternoon,sunny,anomalous,962
USER010,2025-12-22 12:30:30.623,-9,1,evening,cloudy,anomalous,952
USER004,2025-04-23 16:04:28.713,32,3,evening,cloudy,anomalous,92
USER003,2025-04-10 01:46:40.806,42,4,morning,snowy,anomalous,32
USER015,2025-11-18 22:42:11.025,2,3,night,snowy,normal,770
USER015,2025-03-20 10:02:52.715,-23,4,afternoon,cloudy,normal,453
USER009,2025-12-12 14:53:16.180,-20,5,evening,cloudy,anomalous,290
USER013,2025-10-18 04:49:19.952,11,6,morning,cloudy,anomalous,904
USER007,2025-07-13 19:54:36.239,59,1,night,rainy,anomalous,497
USER012,2025-05-29 00:35:32.554,43,4,morning,rainy,anomalous,927
USER020,2025-12-07 05:29:36.467,45,0,morning,rainy,normal,609
USER007,2025-06-25 08:29:00.391,-37,3,afternoon,rainy,normal,330
USER010,2025-09-30 07:32:50.377,51,2,afternoon,rainy,anomalous,559
USER014,2025-12-23 18:26:39.507,56,2,night,sunny,anomalous,799
USER008,2025-11-24 04:53:23.694,29,1,morning,sunny,normal,766
USER012,2025-12-09 20:26:51.114,-30,3,night,sunny,anomalous,78
USER003,2025-12-07 23:30:01.510,0,1,morning,cloudy,anomalous,687
USER001,2025-04-20 15:58:21.974,-46,0,evening,rainy,normal,19
USER006,2025-12-03 06:32:47.364,-33,3,afternoon,snowy,anomalous,275
USER020,2025-07-04 12:08:07.879,58,5,evening,snowy,normal,592
USER013,2025-04-01 00:47:05.602,17,2,morning,sunny,normal,788
USER020,2025-05-16 13:13:36.592,17,5,evening,cloudy,normal,175
USER017,2025-12-22 06:54:45.157,28,1,afternoon,sunny,normal,913
USER017,2025-03-15 12:45:27.547,16,6,evening,rainy,anomalous,464
USER004,2025-05-09 15:43:38.052,-1,5,evening,cloudy,anomalous,852
USER019,2025-07-27 19:21:05.340,-18,1,night,rainy,anomalous,770
USER006,2025-11-27 23:37:26.958,28,5,morning,sunny,normal,286
USER005,2025-01-11 05:28:29.679,-31,6,morning,sunny,anomalous,475
USER019,2025-11-09 16:34:56.215,57,0,night,rainy,normal,50
USER003,2025-02-22 05:10:20.306,-17,6,morning,rainy,anomalous,379
USER015,2025-06-28 17:12:00.530,8,6,night,rainy,normal,660
USER008,2025-09-07 21:10:57.812,-27,1,night,rainy,anomalous,583
USER002,2025-04-21 10:06:35.749,23,1,afternoon,rainy,anomalous,75
